Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
4.43556118011	0	24.96039603960396	13.9439619581623	94.0	9.0	24.96039603960396	13.9439619581623	5042	5042
7.49734902382	1	27.48901098901099	13.566984412713985	78.0	10.0	27.48901098901099	13.566984412713985	5003	10045
10.368240118	2	27.494505494505493	14.574080278503187	87.0	8.0	27.494505494505493	14.574080278503187	5004	15049
13.3486671448	3	34.94444444444444	20.50906905688912	141.0	10.0	34.94444444444444	20.50906905688912	5032	20081
16.064756155	4	33.76510067114094	16.557562501666023	107.0	10.0	33.76510067114094	16.557562501666023	5031	25112
18.6801931858	5	35.267605633802816	19.102730242499756	109.0	10.0	35.267605633802816	19.102730242499756	5008	30120
21.3427400589	6	34.56551724137931	18.890177631228294	111.0	10.0	34.56551724137931	18.890177631228294	5012	35132
23.9068040848	7	40.104	23.93786089022994	145.0	11.0	40.104	23.93786089022994	5013	40145
26.600590229	8	38.396946564885496	19.100249544476295	109.0	11.0	38.396946564885496	19.100249544476295	5030	45175
29.5583560467	9	41.40163934426229	21.917004340916748	124.0	14.0	41.40163934426229	21.917004340916748	5051	50226
32.5450382233	10	43.96491228070175	22.97402416634522	129.0	12.0	43.96491228070175	22.97402416634522	5012	55238
35.4975891113	11	40.232	24.337012470720396	161.0	12.0	40.232	24.337012470720396	5029	60267
38.4940001965	12	48.20192307692308	22.364282911551825	129.0	11.0	48.20192307692308	22.364282911551825	5013	65280
41.4558641911	13	42.15126050420168	20.074080723622792	122.0	11.0	42.15126050420168	20.074080723622792	5016	70296
44.4133031368	14	43.921052631578945	20.841988968309252	109.0	11.0	43.921052631578945	20.841988968309252	5007	75303
47.3050341606	15	48.45192307692308	24.9132648509292	158.0	11.0	48.45192307692308	24.9132648509292	5039	80342
50.2456622124	16	50.32	26.556309984634538	155.0	13.0	50.32	26.556309984634538	5032	85374
53.1978201866	17	44.92857142857143	23.220493675428443	130.0	10.0	44.92857142857143	23.220493675428443	5032	90406
56.0973980427	18	47.24528301886792	21.88943542923084	138.0	15.0	47.24528301886792	21.88943542923084	5008	95414
59.0291221142	19	52.21649484536083	26.35414120869644	156.0	15.0	52.21649484536083	26.35414120869644	5065	100479
61.7587800026	20	47.733333333333334	22.94144374859266	145.0	18.0	47.733333333333334	22.94144374859266	5012	105491
64.570453167	21	51.275510204081634	25.020310367022645	153.0	14.0	51.275510204081634	25.020310367022645	5025	110516
67.2267642021	22	52.8421052631579	27.48102341979727	151.0	14.0	52.8421052631579	27.48102341979727	5020	115536
70.2174022198	23	62.08536585365854	34.92891779080598	200.0	19.0	62.08536585365854	34.92891779080598	5091	120627
73.178866148	24	60.397590361445786	25.82888070612026	161.0	19.0	60.397590361445786	25.82888070612026	5013	125640
76.1424751282	25	63.734177215189874	26.819938200572327	138.0	12.0	63.734177215189874	26.819938200572327	5035	130675
79.0593972206	26	64.42307692307692	29.811166050689383	169.0	21.0	64.42307692307692	29.811166050689383	5025	135700
82.0190181732	27	71.51428571428572	34.525246603916166	180.0	20.0	71.51428571428572	34.525246603916166	5006	140706
84.893625021	28	80.82539682539682	36.726591587083526	195.0	23.0	80.82539682539682	36.726591587083526	5092	145798
87.6484611034	29	74.8955223880597	35.8679727959123	200.0	19.0	74.8955223880597	35.8679727959123	5018	150816
90.4003930092	30	87.20689655172414	42.77759590087157	200.0	28.0	87.20689655172414	42.77759590087157	5058	155874
93.2277781963	31	79.66666666666667	38.95744524070515	183.0	23.0	79.66666666666667	38.95744524070515	5019	160893
96.3119320869	32	106.91489361702128	50.68250350129615	200.0	26.0	106.91489361702128	50.68250350129615	5025	165918
99.191339016	33	87.98245614035088	45.647963090572304	200.0	20.0	87.98245614035088	45.647963090572304	5015	170933
102.175632	34	74.54411764705883	44.01885753105253	194.0	22.0	74.54411764705883	44.01885753105253	5069	176002
105.214564085	35	74.80597014925372	38.07660730762144	167.0	24.0	74.80597014925372	38.07660730762144	5012	181014
108.241066217	36	77.18461538461538	37.62891372241556	171.0	19.0	77.18461538461538	37.62891372241556	5017	186031
110.977552176	37	78.296875	39.30477057857449	200.0	18.0	78.296875	39.30477057857449	5011	191042
113.81738019	38	85.6	45.144656383674025	200.0	20.0	85.6	45.144656383674025	5136	196178
116.561015129	39	75.67164179104478	41.06979427489422	193.0	16.0	75.67164179104478	41.06979427489422	5070	201248
119.510857105	40	75.19117647058823	46.0183011397899	200.0	18.0	75.19117647058823	46.0183011397899	5113	206361
122.374712229	41	73.14285714285714	40.67898218781703	167.0	17.0	73.14285714285714	40.67898218781703	5120	211481
125.19918704	42	79.96825396825396	47.17477408159774	200.0	18.0	79.96825396825396	47.17477408159774	5038	216519
128.051747084	43	70.84507042253522	37.39422561709338	164.0	22.0	70.84507042253522	37.39422561709338	5030	221549
131.065722227	44	73.73913043478261	45.23294047032188	200.0	15.0	73.73913043478261	45.23294047032188	5088	226637
134.005970001	45	82.65573770491804	49.671011186854685	200.0	21.0	82.65573770491804	49.671011186854685	5042	231679
136.716632128	46	92.32727272727273	50.27851684565035	200.0	14.0	92.32727272727273	50.27851684565035	5078	236757
139.436062098	47	82.18032786885246	42.27602824091837	187.0	19.0	82.18032786885246	42.27602824091837	5013	241770
142.254791021	48	90.10714285714286	49.78011600006163	200.0	19.0	90.10714285714286	49.78011600006163	5046	246816
145.109717131	49	86.1864406779661	48.888137473586696	200.0	23.0	86.1864406779661	48.888137473586696	5085	251901
