Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.80621099472	0	22.4	12.083781600880485	63.0	10.0	22.4	12.083781600880485	1008	1008
2.40591907501	1	23.045454545454547	10.864777422006954	60.0	11.0	23.045454545454547	10.864777422006954	1014	2022
2.95564103127	2	23.27906976744186	14.3548477856305	86.0	9.0	23.27906976744186	14.3548477856305	1001	3023
3.52134919167	3	27.08108108108108	18.52154097024178	104.0	10.0	27.08108108108108	18.52154097024178	1002	4025
4.08378815651	4	28.486486486486488	16.755187372018227	94.0	11.0	28.486486486486488	16.755187372018227	1054	5079
4.67344403267	5	31.0	17.529196424044294	95.0	9.0	31.0	17.529196424044294	1023	6102
5.26461696625	6	50.05	31.0426722432203	121.0	15.0	50.05	31.0426722432203	1001	7103
5.82804512978	7	38.53846153846154	24.927943494478345	104.0	11.0	38.53846153846154	24.927943494478345	1002	8105
6.36759996414	8	52.78947368421053	37.42301423535836	186.0	14.0	52.78947368421053	37.42301423535836	1003	9108
6.94789505005	9	44.608695652173914	22.905740936802154	105.0	17.0	44.608695652173914	22.905740936802154	1026	10134
7.52650904655	10	51.45	25.873683541390083	99.0	16.0	51.45	25.873683541390083	1029	11163
8.1465010643	11	52.25	28.301722562416586	126.0	14.0	52.25	28.301722562416586	1045	12208
8.73133516312	12	66.375	33.13584728055101	148.0	24.0	66.375	33.13584728055101	1062	13270
9.28867912292	13	51.65	21.279743889436265	96.0	23.0	51.65	21.279743889436265	1033	14303
9.86699509621	14	54.578947368421055	26.76273093899461	114.0	17.0	54.578947368421055	26.76273093899461	1037	15340
10.481151104	15	55.85	28.81713899747857	148.0	25.0	55.85	28.81713899747857	1117	16457
11.1078670025	16	69.93333333333334	33.42547265518055	176.0	22.0	69.93333333333334	33.42547265518055	1049	17506
11.7055799961	17	50.4	22.51310729330805	105.0	17.0	50.4	22.51310729330805	1008	18514
12.2655441761	18	83.83333333333333	21.43141515522378	112.0	38.0	83.83333333333333	21.43141515522378	1006	19520
12.8017649651	19	67.2	23.06281278017348	107.0	21.0	67.2	23.06281278017348	1008	20528
13.3538379669	20	59.1764705882353	17.21570860689069	98.0	40.0	59.1764705882353	17.21570860689069	1006	21534
13.987691164	21	64.0625	30.144379140231102	158.0	29.0	64.0625	30.144379140231102	1025	22559
14.5530891418	22	80.15384615384616	33.13572590665469	128.0	28.0	80.15384615384616	33.13572590665469	1042	23601
15.1393220425	23	81.46153846153847	42.69681195920007	200.0	26.0	81.46153846153847	42.69681195920007	1059	24660
15.7656590939	24	112.4	32.478300448145376	185.0	79.0	112.4	32.478300448145376	1124	25784
16.3769819736	25	108.4	38.86952533798168	172.0	48.0	108.4	38.86952533798168	1084	26868
16.9811780453	26	110.3	57.91381527753114	200.0	29.0	110.3	57.91381527753114	1103	27971
17.5562911034	27	93.18181818181819	42.12280354525796	190.0	47.0	93.18181818181819	42.12280354525796	1025	28996
