LossDelta	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
-0.0072259903	2.91598391533	0	15.8	6.229458551604131	38.0	9.0	15.8	6.229458551604131	1027	1027
0.08846474	3.69131994247	1	21.5625	9.888769408610289	52.0	11.0	21.5625	9.888769408610289	1035	2062
0.012565613	4.44458198547	2	18.545454545454547	7.011207085330487	43.0	9.0	18.545454545454547	7.011207085330487	1020	3082
-0.005432129	5.14613890648	3	18.574074074074073	6.835641485115464	42.0	9.0	18.574074074074073	6.835641485115464	1003	4085
0.018259048	5.82958483696	4	21.847826086956523	11.098310469350825	56.0	11.0	21.847826086956523	11.098310469350825	1005	5090
-0.013999939	6.55316996574	5	20.875	9.315365890112243	52.0	9.0	20.875	9.315365890112243	1002	6092
0.02741623	7.28592681885	6	20.52	9.086781608468424	43.0	8.0	20.52	9.086781608468424	1026	7118
0.008749008	7.97983288765	7	23.46511627906977	11.10488858871959	56.0	11.0	23.46511627906977	11.10488858871959	1009	8127
0.05943489	8.745844841	8	23.295454545454547	10.257102961217889	45.0	10.0	23.295454545454547	10.257102961217889	1025	9152
0.044073105	9.4341738224	9	25.1	9.596353474106714	48.0	10.0	25.1	9.596353474106714	1004	10156
0.121738434	10.2073309422	10	29.441176470588236	18.477635410967032	91.0	9.0	29.441176470588236	18.477635410967032	1001	11157
0.09442711	10.9212298393	11	28.194444444444443	11.335341597667115	68.0	11.0	28.194444444444443	11.335341597667115	1015	12172
0.040309906	11.6880450249	12	31.96875	18.154690122321007	86.0	12.0	31.96875	18.154690122321007	1023	13195
0.010347366	12.4106178284	13	33.766666666666666	18.803693490612126	87.0	12.0	33.766666666666666	18.803693490612126	1013	14208
0.06412506	13.1228659153	14	34.1	14.58160942191682	74.0	13.0	34.1	14.58160942191682	1023	15231
0.0649662	13.8294620514	15	34.1	18.091158061329295	93.0	13.0	34.1	18.091158061329295	1023	16254
0.015544891	14.5628130436	16	37.51851851851852	22.43405211060875	97.0	13.0	37.51851851851852	22.43405211060875	1013	17267
0.0142707825	15.3380029202	17	35.37931034482759	16.45351611746936	78.0	14.0	35.37931034482759	16.45351611746936	1026	18293
0.045822144	16.0504150391	18	42.583333333333336	19.809334219559783	85.0	18.0	42.583333333333336	19.809334219559783	1022	19315
-0.02010727	16.7690570354	19	40.08	12.289572816009514	70.0	18.0	40.08	12.289572816009514	1002	20317
0.010984421	17.5077960491	20	37.370370370370374	15.764818186563978	74.0	16.0	37.370370370370374	15.764818186563978	1009	21326
0.075782776	18.2177858353	21	54.73684210526316	28.989729769919624	155.0	25.0	54.73684210526316	28.989729769919624	1040	22366
0.027029037	18.8507969379	22	42.916666666666664	17.218973707964004	96.0	19.0	42.916666666666664	17.218973707964004	1030	23396
0.0023918152	19.4894859791	23	57.5	28.597299794833	125.0	18.0	57.5	28.597299794833	1035	24431
0.0296669	20.2783999443	24	45.869565217391305	18.976654645908866	89.0	22.0	45.869565217391305	18.976654645908866	1055	25486
-0.0045337677	21.0657470226	25	47.40909090909091	11.259981797616042	65.0	24.0	47.40909090909091	11.259981797616042	1043	26529
-0.015453339	21.8436849117	26	45.65217391304348	15.88438855045822	72.0	22.0	45.65217391304348	15.88438855045822	1050	27579
0.011039734	22.5863349438	27	45.95454545454545	12.683121470991829	73.0	21.0	45.95454545454545	12.683121470991829	1011	28590
0.028232574	23.3812739849	28	52.666666666666664	24.186445108451284	112.0	22.0	52.666666666666664	24.186445108451284	1106	29696
0.0131111145	24.169203043	29	56.8421052631579	21.169151234494965	97.0	27.0	56.8421052631579	21.169151234494965	1080	30776
-0.00081443787	24.914454937	30	46.5	12.658988901172163	67.0	24.0	46.5	12.658988901172163	1023	31799
0.030342102	25.6892590523	31	61.666666666666664	25.037749277618563	119.0	20.0	61.666666666666664	25.037749277618563	1110	32909
0.043987274	26.5129499435	32	54.526315789473685	31.80428375822919	149.0	17.0	54.526315789473685	31.80428375822919	1036	33945
0.0042800903	27.2832770348	33	48.857142857142854	19.029515206110528	95.0	20.0	48.857142857142854	19.029515206110528	1026	34971
0.012874603	28.0601010323	34	55.21052631578947	14.321786669518653	84.0	32.0	55.21052631578947	14.321786669518653	1049	36020
0.028194427	28.8587529659	35	63.0	32.89913283319897	145.0	22.0	63.0	32.89913283319897	1071	37091
0.021141052	29.6542668343	36	54.05263157894737	16.633744029628847	91.0	35.0	54.05263157894737	16.633744029628847	1027	38118
0.007396698	30.4115319252	37	57.72222222222222	15.803675928071486	85.0	35.0	57.72222222222222	15.803675928071486	1039	39157
