LossDelta	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.124168396	19.1403751373	21	62.625	40.72142402961861	200.0	17.0	62.625	40.72142402961861	1002	22454
0.15301895	19.9513711929	22	73.07142857142857	46.5502252345545	170.0	16.0	73.07142857142857	46.5502252345545	1023	23477
-0.018356323	20.8270921707	23	64.11764705882354	27.05089397879307	139.0	33.0	64.11764705882354	27.05089397879307	1090	24567
0.10674667	21.6605861187	24	56.89473684210526	31.68246192062417	136.0	23.0	56.89473684210526	31.68246192062417	1081	25648
0.08917999	22.5323731899	25	65.05882352941177	40.40016101924128	200.0	21.0	65.05882352941177	40.40016101924128	1106	26754
0.0129470825	23.2514090538	26	68.2	31.633737264719976	158.0	20.0	68.2	31.633737264719976	1023	27777
0.023860931	23.9777760506	27	75.57142857142857	34.67752315614393	167.0	25.0	75.57142857142857	34.67752315614393	1058	28835
-0.027858734	24.7177371979	28	67.0	34.187717092546556	174.0	31.0	67.0	34.187717092546556	1005	29840
0.03620529	25.500770092	29	63.0	22.81720841820927	114.0	26.0	63.0	22.81720841820927	1008	30848
0.09548187	26.3035991192	30	82.0	40.95776436206524	200.0	36.0	82.0	40.95776436206524	1066	31914
-0.02778244	27.0577871799	31	66.73333333333333	21.812738378194414	111.0	31.0	66.73333333333333	21.812738378194414	1001	32915
0.11216736	27.8164160252	32	119.55555555555556	56.89387998938825	200.0	26.0	119.55555555555556	56.89387998938825	1076	33991
0.11911774	28.5049920082	33	73.42857142857143	28.86598167322885	114.0	29.0	73.42857142857143	28.86598167322885	1028	35019
-0.053531647	29.1388721466	34	91.9090909090909	28.46833821970885	153.0	45.0	91.9090909090909	28.46833821970885	1011	36030
0.055778503	29.7658510208	35	111.22222222222223	45.83006722369492	186.0	47.0	111.22222222222223	45.83006722369492	1001	37031
0.038078308	30.5113019943	36	103.0909090909091	55.50176826905369	200.0	41.0	103.0909090909091	55.50176826905369	1134	38165
0.07033539	31.1742479801	37	94.0909090909091	35.077717727807425	140.0	34.0	94.0909090909091	35.077717727807425	1035	39200
0.05995941	32.0119462013	38	106.4	46.51494383528803	175.0	26.0	106.4	46.51494383528803	1064	40264
0.08042908	32.8278470039	39	122.11111111111111	43.45737233055564	200.0	35.0	122.11111111111111	43.45737233055564	1099	41363
0.104450226	33.6447510719	40	78.84615384615384	25.764752768212244	116.0	20.0	78.84615384615384	25.764752768212244	1025	42388
-0.046272278	34.4351940155	41	109.3	47.38786764563267	200.0	38.0	109.3	47.38786764563267	1093	43481
-0.038230896	35.2266530991	42	100.5	33.544746235439014	150.0	47.0	100.5	33.544746235439014	1005	44486
-0.021308899	35.9507939816	43	126.0	31.42053468672995	181.0	65.0	126.0	31.42053468672995	1008	45494
0.29055023	36.6867260933	44	104.8	57.889204520359414	200.0	27.0	104.8	57.889204520359414	1048	46542
-0.078956604	37.3492481709	45	91.81818181818181	46.64726082149691	153.0	24.0	91.81818181818181	46.64726082149691	1010	47552
-0.01512146	38.1896541119	46	90.41666666666667	39.16728722912641	181.0	34.0	90.41666666666667	39.16728722912641	1085	48637
-0.0039978027	39.0585610867	47	107.54545454545455	32.04645388512698	200.0	68.0	107.54545454545455	32.04645388512698	1183	49820
0.08364105	39.8931460381	48	95.0909090909091	63.51729119689957	197.0	22.0	95.0909090909091	63.51729119689957	1046	50866
0.033966064	40.6428120136	49	112.22222222222223	40.9003607095688	200.0	68.0	112.22222222222223	40.9003607095688	1010	51876
0.0409317	41.3518311977	50	117.11111111111111	44.17250136163007	194.0	43.0	117.11111111111111	44.17250136163007	1054	52930
0.12665558	42.1091032028	51	157.85714285714286	39.05830283573729	200.0	101.0	157.85714285714286	39.05830283573729	1105	54035
0.06866455	43.0120220184	52	102.72727272727273	56.12176843758564	183.0	17.0	102.72727272727273	56.12176843758564	1130	55165
-0.05962372	43.8442661762	53	93.63636363636364	46.813503738039145	174.0	19.0	93.63636363636364	46.813503738039145	1030	56195
0.007583618	44.6262090206	54	116.33333333333333	26.641654936917448	155.0	81.0	116.33333333333333	26.641654936917448	1047	57242
0.01764679	45.4618771076	55	152.85714285714286	30.707972773153468	200.0	114.0	152.85714285714286	30.707972773153468	1070	58312
0.039894104	46.2645330429	56	126.375	40.55840695836068	200.0	63.0	126.375	40.55840695836068	1011	59323
0.13784027	47.0062091351	57	145.42857142857142	43.11399223605501	200.0	92.0	145.42857142857142	43.11399223605501	1018	60341
0.033042908	47.8167600632	58	146.75	56.47731845617318	200.0	34.0	146.75	56.47731845617318	1174	61515
0.07185364	48.5466151237	59	148.0	43.814544225796595	200.0	93.0	148.0	43.814544225796595	1036	62551
0.08644867	49.2807540894	60	155.0	41.72358017784599	200.0	98.0	155.0	41.72358017784599	1085	63636
0.06775665	50.1447730064	61	108.5	58.40590723548432	200.0	16.0	108.5	58.40590723548432	1085	64721
0.102134705	50.9218630791	62	128.0	68.02573042606745	200.0	23.0	128.0	68.02573042606745	1024	65745
-0.04496765	51.7602891922	63	134.25	56.48395789956649	200.0	16.0	134.25	56.48395789956649	1074	66819
0.12805939	52.6050200462	64	185.83333333333334	20.20244759648912	200.0	153.0	185.83333333333334	20.20244759648912	1115	67934
0.029632568	53.4891171455	65	186.33333333333334	23.314277933394283	200.0	135.0	186.33333333333334	23.314277933394283	1118	69052
-0.0026168823	54.3148050308	66	144.71428571428572	51.40793236655294	200.0	58.0	144.71428571428572	51.40793236655294	1013	70065
0.055244446	55.1323101521	67	181.33333333333334	41.73993557999608	200.0	88.0	181.33333333333334	41.73993557999608	1088	71153
-0.0077056885	56.097962141	68	171.28571428571428	25.3868035782051	200.0	139.0	171.28571428571428	25.3868035782051	1199	72352
-0.031539917	56.9457240105	69	161.57142857142858	27.427083292963978	200.0	128.0	161.57142857142858	27.427083292963978	1131	73483
-0.007751465	57.8136041164	70	162.71428571428572	37.65905046111297	200.0	109.0	162.71428571428572	37.65905046111297	1139	74622
0.038642883	58.6395699978	71	181.16666666666666	18.791990019390944	200.0	151.0	181.16666666666666	18.791990019390944	1087	75709
0.07080078	59.4415659904	72	150.85714285714286	51.92419906921619	200.0	41.0	150.85714285714286	51.92419906921619	1056	76765
0.010002136	60.3048000336	73	195.16666666666666	10.807661891248983	200.0	171.0	195.16666666666666	10.807661891248983	1171	77936
0.034568787	61.1446151733	74	175.66666666666666	30.91206165165234	200.0	119.0	175.66666666666666	30.91206165165234	1054	78990
0.03767395	62.0032260418	75	188.83333333333334	24.969425748747653	200.0	133.0	188.83333333333334	24.969425748747653	1133	80123
0.060951233	62.8884980679	76	169.0	55.20093166915625	200.0	44.0	169.0	55.20093166915625	1183	81306
0.121269226	63.7199251652	77	187.16666666666666	28.696205711247295	200.0	123.0	187.16666666666666	28.696205711247295	1123	82429
0.1014328	64.5267009735	78	184.33333333333334	35.031731647496706	200.0	106.0	184.33333333333334	35.031731647496706	1106	83535
0.014915466	65.3473491669	79	177.16666666666666	27.425150663011657	200.0	124.0	177.16666666666666	27.425150663011657	1063	84598
0.16913605	66.2166190147	80	200.0	0.0	200.0	200.0	200.0	0.0	1200	85798
0.19218445	66.9495182037	81	167.33333333333334	46.899419565230815	200.0	88.0	167.33333333333334	46.899419565230815	1004	86802
-0.0004272461	67.7369670868	82	181.0	20.428737928059416	200.0	149.0	181.0	20.428737928059416	1086	87888
0.1156311	68.5954561234	83	191.16666666666666	19.751933801248143	200.0	147.0	191.16666666666666	19.751933801248143	1147	89035
0.16329193	69.417702198	84	182.0	28.982753492378876	200.0	122.0	182.0	28.982753492378876	1092	90127
0.25089264	70.1667320728	85	171.0	45.9782557302906	200.0	77.0	171.0	45.9782557302906	1026	91153
0.020004272	70.959428072	86	171.83333333333334	42.34940639751899	200.0	86.0	171.83333333333334	42.34940639751899	1031	92184
-0.026565552	71.8101451397	87	166.42857142857142	39.416664868907354	200.0	82.0	166.42857142857142	39.416664868907354	1165	93349
0.087379456	72.565210104	88	168.0	53.36977921383349	200.0	55.0	168.0	53.36977921383349	1008	94357
0.044776917	73.427134037	89	200.0	0.0	200.0	200.0	200.0	0.0	1200	95557
0.05394745	74.2329239845	90	169.0	28.91366458960192	200.0	133.0	169.0	28.91366458960192	1014	96571
0.25925446	75.1274671555	91	197.5	5.5901699437494745	200.0	185.0	197.5	5.5901699437494745	1185	97756
-0.17250061	75.9275341034	92	172.0	41.58525379666852	200.0	94.0	172.0	41.58525379666852	1032	98788
0.2035675	76.700633049	93	184.66666666666666	12.485547200218695	200.0	167.0	184.66666666666666	12.485547200218695	1108	99896
-0.051689148	77.4305679798	94	173.83333333333334	37.01538719085468	200.0	110.0	173.83333333333334	37.01538719085468	1043	100939
-0.05935669	78.267136097	95	153.42857142857142	60.8296383184972	200.0	20.0	153.42857142857142	60.8296383184972	1074	102013
-0.06188202	79.1589131355	96	143.0	46.93080012102926	200.0	62.0	143.0	46.93080012102926	1144	103157
0.004966736	79.9169821739	97	156.0	52.44044240850758	200.0	45.0	156.0	52.44044240850758	1092	104249
0.39024353	80.7451481819	98	137.875	27.92596238270044	185.0	84.0	137.875	27.92596238270044	1103	105352
-0.089912415	81.5193591118	99	172.16666666666666	20.25188605757224	200.0	144.0	172.16666666666666	20.25188605757224	1033	106385
