Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
5.34579181671	0	25.53061224489796	13.078416618911069	74.0	8.0	25.53061224489796	13.078416618911069	5004	5004
8.21532583237	1	28.622857142857143	15.29577132439431	106.0	9.0	28.622857142857143	15.29577132439431	5009	10013
10.983700037	2	29.028901734104046	16.214753770386846	84.0	9.0	29.028901734104046	16.214753770386846	5022	15035
13.6996738911	3	30.901234567901234	16.46215633106534	109.0	9.0	30.901234567901234	16.46215633106534	5006	20041
16.4393618107	4	35.38732394366197	20.106354048419934	117.0	10.0	35.38732394366197	20.106354048419934	5025	25066
19.175429821	5	34.74305555555556	18.165422942050654	101.0	10.0	34.74305555555556	18.165422942050654	5003	30069
22.0226178169	6	34.12244897959184	17.4140837361558	115.0	10.0	34.12244897959184	17.4140837361558	5016	35085
24.8180568218	7	38.65384615384615	20.429131363913243	108.0	9.0	38.65384615384615	20.429131363913243	5025	40110
27.5813639164	8	42.44166666666667	23.594065579199267	147.0	12.0	42.44166666666667	23.594065579199267	5093	45203
30.3336248398	9	42.1	20.088719886211432	111.0	13.0	42.1	20.088719886211432	5052	50255
33.0548119545	10	41.71666666666667	20.77786616142818	124.0	13.0	41.71666666666667	20.77786616142818	5006	55261
35.7110259533	11	48.25	22.631134952334346	123.0	14.0	48.25	22.631134952334346	5018	60279
38.4362778664	12	49.801980198019805	25.25200503831435	142.0	14.0	49.801980198019805	25.25200503831435	5030	65309
41.2629840374	13	51.21212121212121	23.562627799839994	123.0	14.0	51.21212121212121	23.562627799839994	5070	70379
44.0688838959	14	48.49038461538461	22.27321398879229	129.0	19.0	48.49038461538461	22.27321398879229	5043	75422
46.8604168892	15	49.84158415841584	24.603281063195624	152.0	17.0	49.84158415841584	24.603281063195624	5034	80456
49.4911048412	16	49.67326732673267	20.521955840094627	118.0	17.0	49.67326732673267	20.521955840094627	5017	85473
52.349396944	17	48.96116504854369	23.694218019903097	200.0	15.0	48.96116504854369	23.694218019903097	5043	90516
55.0891120434	18	51.69387755102041	24.54292705929893	170.0	18.0	51.69387755102041	24.54292705929893	5066	95582
57.9515788555	19	58.160919540229884	24.778036976238152	164.0	17.0	58.160919540229884	24.778036976238152	5060	100642
60.761590004	20	55.010989010989015	24.75705893586161	153.0	20.0	55.010989010989015	24.75705893586161	5006	105648
63.4813740253	21	55.6	24.069713565207028	141.0	20.0	55.6	24.069713565207028	5004	110652
66.2226059437	22	57.839080459770116	25.406974136772558	129.0	19.0	57.839080459770116	25.406974136772558	5032	115684
68.9541900158	23	58.26744186046512	24.660213893433195	116.0	17.0	58.26744186046512	24.660213893433195	5011	120695
71.7994298935	24	65.46835443037975	30.561759609954688	190.0	18.0	65.46835443037975	30.561759609954688	5172	125867
74.6495909691	25	62.01234567901235	26.554157948885013	160.0	20.0	62.01234567901235	26.554157948885013	5023	130890
77.387087822	26	67.13333333333334	31.127408429799544	185.0	20.0	67.13333333333334	31.127408429799544	5035	135925
80.2128708363	27	62.6375	27.86451316190541	153.0	18.0	62.6375	27.86451316190541	5011	140936
82.9839539528	28	67.49333333333334	28.116127439998245	181.0	20.0	67.49333333333334	28.116127439998245	5062	145998
85.5965619087	29	66.02631578947368	26.856820012120476	162.0	13.0	66.02631578947368	26.856820012120476	5018	151016
88.3954379559	30	73.46376811594203	31.141369898169796	200.0	14.0	73.46376811594203	31.141369898169796	5069	156085
91.0813598633	31	69.79166666666667	29.2816483578974	165.0	14.0	69.79166666666667	29.2816483578974	5025	161110
93.8578138351	32	76.61194029850746	33.67533985197016	166.0	18.0	76.61194029850746	33.67533985197016	5133	166243
96.6151669025	33	83.75409836065573	33.836955128731184	189.0	33.0	83.75409836065573	33.836955128731184	5109	171352
99.4077570438	34	80.53968253968254	34.8824899890436	200.0	29.0	80.53968253968254	34.8824899890436	5074	176426
102.137210846	35	90.23214285714286	31.92680863622103	200.0	27.0	90.23214285714286	31.92680863622103	5053	181479
104.852998972	36	86.52542372881356	35.71134555140201	189.0	33.0	86.52542372881356	35.71134555140201	5105	186584
107.607031822	37	100.13725490196079	42.941373443903146	200.0	36.0	100.13725490196079	42.941373443903146	5107	191691
110.365021944	38	99.07843137254902	45.663665195733415	200.0	17.0	99.07843137254902	45.663665195733415	5053	196744
113.062639952	39	112.88888888888889	39.21576906309344	200.0	38.0	112.88888888888889	39.21576906309344	5080	201824
115.851771832	40	119.45238095238095	48.66415635124773	200.0	24.0	119.45238095238095	48.66415635124773	5017	206841
118.540395975	41	124.2439024390244	50.365387111758714	200.0	22.0	124.2439024390244	50.365387111758714	5094	211935
121.274111986	42	143.05714285714285	43.542388448921066	200.0	30.0	143.05714285714285	43.542388448921066	5007	216942
124.01977396	43	147.14705882352942	43.19118398125273	200.0	45.0	147.14705882352942	43.19118398125273	5003	221945
126.665596008	44	148.55882352941177	39.051392365378476	200.0	70.0	148.55882352941177	39.051392365378476	5051	226996
129.342226028	45	150.2058823529412	41.97392706947037	200.0	40.0	150.2058823529412	41.97392706947037	5107	232103
132.198482037	46	138.94444444444446	51.51480070191503	200.0	22.0	138.94444444444446	51.51480070191503	5002	237105
134.902078867	47	164.3548387096774	40.86132992253803	200.0	82.0	164.3548387096774	40.86132992253803	5095	242200
137.64646697	48	161.46875	38.69430220894932	200.0	83.0	161.46875	38.69430220894932	5167	247367
140.230442047	49	153.96969696969697	44.33514567848419	200.0	60.0	153.96969696969697	44.33514567848419	5081	252448
