LossDelta	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.104011536	16.3754799366	18	72.0	37.4280261683293	161.0	29.0	72.0	37.4280261683293	1008	19286
-0.02028656	17.0998699665	19	49.63636363636363	34.526071117010396	124.0	17.0	49.63636363636363	34.526071117010396	1092	20378
0.020324707	17.7965149879	20	60.588235294117645	27.619385399153792	108.0	28.0	60.588235294117645	27.619385399153792	1030	21408
0.03287506	18.535820961	21	64.52941176470588	35.006079551077015	167.0	36.0	64.52941176470588	35.006079551077015	1097	22505
0.10253143	19.3015089035	22	85.08333333333333	53.90803640357242	172.0	18.0	85.08333333333333	53.90803640357242	1021	23526
0.027553558	20.0515859127	23	60.1764705882353	20.646137066738337	93.0	31.0	60.1764705882353	20.646137066738337	1023	24549
0.13928604	20.8171648979	24	68.13333333333334	32.81639156817147	131.0	14.0	68.13333333333334	32.81639156817147	1022	25571
0.028186798	21.6188468933	25	85.33333333333333	36.03547634700498	183.0	42.0	85.33333333333333	36.03547634700498	1024	26595
0.035121918	22.427022934	26	67.93333333333334	31.227053797771074	151.0	35.0	67.93333333333334	31.227053797771074	1019	27614
0.06804657	23.2238519192	27	95.54545454545455	50.66711976018953	187.0	18.0	95.54545454545455	50.66711976018953	1051	28665
0.0016021729	23.9432868958	28	84.08333333333333	36.670738410285054	159.0	28.0	84.08333333333333	36.670738410285054	1009	29674
0.048973083	24.730396986	29	94.63636363636364	38.041299870900424	164.0	27.0	94.63636363636364	38.041299870900424	1041	30715
0.088897705	25.5359740257	30	148.42857142857142	44.23914602268365	200.0	61.0	148.42857142857142	44.23914602268365	1039	31754
0.23802948	26.3050220013	31	111.22222222222223	53.99542733268723	200.0	32.0	111.22222222222223	53.99542733268723	1001	32755
-0.040412903	27.1247198582	32	84.33333333333333	45.373144284061055	200.0	39.0	84.33333333333333	45.373144284061055	1012	33767
-0.0005874634	28.0255959034	33	97.75	44.90754390968181	200.0	22.0	97.75	44.90754390968181	1173	34940
0.11317444	28.9146249294	34	145.0	44.46065676527957	200.0	78.0	145.0	44.46065676527957	1160	36100
0.051963806	29.7264430523	35	115.55555555555556	61.528875084270815	200.0	21.0	115.55555555555556	61.528875084270815	1040	37140
0.12976074	30.4862859249	36	101.0	48.17468214736866	181.0	40.0	101.0	48.17468214736866	1010	38150
-0.030265808	31.2333030701	37	119.88888888888889	52.36717471521946	200.0	31.0	119.88888888888889	52.36717471521946	1079	39229
0.000831604	32.0400979519	38	159.85714285714286	26.519149800143463	197.0	114.0	159.85714285714286	26.519149800143463	1119	40348
0.09313202	32.85780406	39	185.83333333333334	22.70401335055594	200.0	139.0	185.83333333333334	22.70401335055594	1115	41463
0.12612915	33.643693924	40	144.71428571428572	56.449001726499716	200.0	47.0	144.71428571428572	56.449001726499716	1013	42476
0.16760254	34.4638650417	41	161.42857142857142	57.93310709740315	200.0	30.0	161.42857142857142	57.93310709740315	1130	43606
0.047027588	35.296585083	42	139.0	56.27388381833975	200.0	26.0	139.0	56.27388381833975	1112	44718
0.2902832	36.2084789276	43	171.28571428571428	46.833182027014885	200.0	78.0	171.28571428571428	46.833182027014885	1199	45917
0.0135650635	36.9784369469	44	183.33333333333334	21.060758665241753	200.0	150.0	183.33333333333334	21.060758665241753	1100	47017
0.0545578	37.7969679832	45	185.66666666666666	32.05030767749698	200.0	114.0	185.66666666666666	32.05030767749698	1114	48131
0.016212463	38.626541853	46	170.28571428571428	53.027524620209626	200.0	50.0	170.28571428571428	53.027524620209626	1192	49323
0.04698944	39.4193239212	47	116.55555555555556	50.78956828831665	200.0	63.0	116.55555555555556	50.78956828831665	1049	50372
0.013221741	40.2578060627	48	109.4	38.8	200.0	60.0	109.4	38.8	1094	51466
-0.012306213	41.0714020729	49	156.0	44.7628672642212	200.0	73.0	156.0	44.7628672642212	1092	52558
0.06324005	41.9601280689	50	165.85714285714286	56.24037332590116	200.0	51.0	165.85714285714286	56.24037332590116	1161	53719
0.056419373	42.7303688526	51	122.33333333333333	52.69408568963567	200.0	39.0	122.33333333333333	52.69408568963567	1101	54820
0.098472595	43.4927330017	52	132.125	56.90878117654603	200.0	61.0	132.125	56.90878117654603	1057	55877
0.07814026	44.4002540112	53	167.71428571428572	40.28014145851982	200.0	97.0	167.71428571428572	40.28014145851982	1174	57051
0.02596283	45.1703670025	54	174.0	36.810324638611924	200.0	119.0	174.0	36.810324638611924	1044	58095
0.046470642	45.9448468685	55	134.75	42.80405938693198	200.0	64.0	134.75	42.80405938693198	1078	59173
0.0046691895	46.8495290279	56	168.28571428571428	50.48822857349816	200.0	78.0	168.28571428571428	50.48822857349816	1178	60351
0.024620056	47.6001939774	57	129.375	51.38807619477499	200.0	58.0	129.375	51.38807619477499	1035	61386
0.27509308	48.3464920521	58	157.0	38.493042042871664	200.0	107.0	157.0	38.493042042871664	1099	62485
0.62641907	49.107904911	59	185.83333333333334	20.931767457357463	200.0	147.0	185.83333333333334	20.931767457357463	1115	63600
0.34571838	49.8498189449	60	181.0	25.709920264364882	200.0	132.0	181.0	25.709920264364882	1086	64686
-0.19659424	50.6206629276	61	172.5	32.39727354783629	200.0	104.0	172.5	32.39727354783629	1035	65721
-0.51947784	51.4330649376	62	154.42857142857142	36.850497739833436	200.0	105.0	154.42857142857142	36.850497739833436	1081	66802
-0.4737091	52.1651320457	63	147.0	34.977543816405564	192.0	83.0	147.0	34.977543816405564	1029	67831
-0.058677673	52.8921508789	64	111.22222222222223	48.984754494020954	200.0	31.0	111.22222222222223	48.984754494020954	1001	68832
-0.029457092	53.7214539051	65	134.375	11.905224693385673	153.0	118.0	134.375	11.905224693385673	1075	69907
0.025276184	54.501636982	66	133.125	7.6882621573408905	148.0	122.0	133.125	7.6882621573408905	1065	70972
0.008392334	55.1681370735	67	127.5	27.345017827750635	162.0	79.0	127.5	27.345017827750635	1020	71992
-0.17990112	55.8543748856	68	103.6	46.02216857124401	157.0	23.0	103.6	46.02216857124401	1036	73028
0.009254456	56.6043989658	69	84.41666666666667	41.746174142734986	148.0	19.0	84.41666666666667	41.746174142734986	1013	74041
0.03364563	57.3743169308	70	102.5	37.579914848227105	143.0	23.0	102.5	37.579914848227105	1025	75066
-0.167305	58.1301090717	71	101.8	30.062601351180508	135.0	27.0	101.8	30.062601351180508	1018	76084
-0.067848206	58.8820819855	72	80.84615384615384	33.15429234038507	115.0	28.0	80.84615384615384	33.15429234038507	1051	77135
0.048034668	59.6220140457	73	69.06666666666666	40.80599084557179	128.0	23.0	69.06666666666666	40.80599084557179	1036	78171
-0.060581207	60.413574934	74	77.46153846153847	47.34101390584211	157.0	18.0	77.46153846153847	47.34101390584211	1007	79178
0.05808258	61.2339289188	75	94.9090909090909	21.584735959614633	113.0	35.0	94.9090909090909	21.584735959614633	1044	80222
0.109012604	61.9995858669	76	72.78571428571429	49.148722656601265	182.0	14.0	72.78571428571429	49.148722656601265	1019	81241
0.086559296	62.8598949909	77	94.25	33.489115147064325	149.0	39.0	94.25	33.489115147064325	1131	82372
0.19384003	63.612375021	78	87.08333333333333	37.61528575223405	152.0	30.0	87.08333333333333	37.61528575223405	1045	83417
0.11248016	64.4326589108	79	106.4	34.340064065170296	170.0	25.0	106.4	34.340064065170296	1064	84481
0.37152863	65.2145729065	80	112.44444444444444	46.85227638513561	172.0	21.0	112.44444444444444	46.85227638513561	1012	85493
0.1605835	65.9903490543	81	108.3	50.03208970250993	181.0	34.0	108.3	50.03208970250993	1083	86576
-0.19113159	66.7375490665	82	111.55555555555556	33.75108594503495	157.0	29.0	111.55555555555556	33.75108594503495	1004	87580
0.07741547	67.5137140751	83	144.57142857142858	15.989792662437969	164.0	117.0	144.57142857142858	15.989792662437969	1012	88592
0.53476715	68.2818119526	84	151.71428571428572	27.33242075795329	200.0	108.0	151.71428571428572	27.33242075795329	1062	89654
-0.49266815	69.177767992	85	166.0	27.018512172212592	200.0	128.0	166.0	27.018512172212592	1162	90816
-0.19434357	69.9251089096	86	170.0	19.017535767461215	200.0	136.0	170.0	19.017535767461215	1020	91836
0.055999756	70.7840218544	87	195.66666666666666	7.340905181848415	200.0	180.0	195.66666666666666	7.340905181848415	1174	93010
-0.38962555	71.633398056	88	170.57142857142858	26.163535927792672	200.0	125.0	170.57142857142858	26.163535927792672	1194	94204
-0.17758179	72.4437270164	89	177.16666666666666	23.355346758766444	200.0	146.0	177.16666666666666	23.355346758766444	1063	95267
-0.13150787	73.2804489136	90	189.0	22.854612955229264	200.0	138.0	189.0	22.854612955229264	1134	96401
-0.081703186	74.2269899845	91	200.0	0.0	200.0	200.0	200.0	0.0	1200	97601
-0.002456665	75.132753849	92	198.33333333333334	3.7267799624996494	200.0	190.0	198.33333333333334	3.7267799624996494	1190	98791
-0.019622803	76.0100998878	93	200.0	0.0	200.0	200.0	200.0	0.0	1200	99991
0.18610382	76.9281430244	94	200.0	0.0	200.0	200.0	200.0	0.0	1200	101191
-0.009902954	77.828166008	95	198.0	4.47213595499958	200.0	188.0	198.0	4.47213595499958	1188	102379
0.07698059	78.7045710087	96	200.0	0.0	200.0	200.0	200.0	0.0	1200	103579
0.04194641	79.5898618698	97	198.5	3.3541019662496847	200.0	191.0	198.5	3.3541019662496847	1191	104770
0.10218811	80.5030059814	98	199.83333333333334	0.3726779962499649	200.0	199.0	199.83333333333334	0.3726779962499649	1199	105969
-0.025390625	81.3546509743	99	200.0	0.0	200.0	200.0	200.0	0.0	1200	107169
