LossDelta	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.011274338	2.9177839756	0	22.065217391304348	11.467159486632749	54.0	10.0	22.065217391304348	11.467159486632749	1015	1015
0.07776642	3.71335411072	1	29.647058823529413	16.90263180506859	70.0	10.0	29.647058823529413	16.90263180506859	1008	2023
0.041311264	4.41857194901	2	23.511627906976745	11.813220999082965	67.0	10.0	23.511627906976745	11.813220999082965	1011	3034
0.09712601	5.110653162	3	32.41935483870968	22.81450330106026	106.0	15.0	32.41935483870968	22.81450330106026	1005	4039
0.107917786	5.89634895325	4	31.583333333333332	27.55436545369092	179.0	12.0	31.583333333333332	27.55436545369092	1137	5176
0.07410431	6.57209515572	5	44.0	23.059469430903707	115.0	13.0	44.0	23.059469430903707	1012	6188
0.030658722	7.28258800507	6	37.607142857142854	20.89316239093253	91.0	13.0	37.607142857142854	20.89316239093253	1053	7241
0.014709473	7.95549297333	7	40.8	22.7806935803105	108.0	17.0	40.8	22.7806935803105	1020	8261
0.010677338	8.56180810928	8	34.724137931034484	23.099330564600766	119.0	9.0	34.724137931034484	23.099330564600766	1007	9268
0.095508575	9.1894929409	9	45.59090909090909	21.459600714130662	106.0	18.0	45.59090909090909	21.459600714130662	1003	10271
0.021987915	9.9291779995	10	45.04347826086956	24.24598265400318	108.0	13.0	45.04347826086956	24.24598265400318	1036	11307
0.01702118	10.5492551327	11	43.65217391304348	23.529091513443845	120.0	18.0	43.65217391304348	23.529091513443845	1004	12311
0.04011917	11.2530231476	12	51.095238095238095	34.22739749424465	144.0	13.0	51.095238095238095	34.22739749424465	1073	13384
0.08182144	11.9031159878	13	64.25	19.057478846898924	94.0	28.0	64.25	19.057478846898924	1028	14412
0.10852051	12.5751669407	14	86.0	59.472682804797024	200.0	24.0	86.0	59.472682804797024	1032	15444
0.072769165	13.2754070759	15	60.77777777777778	35.28385774378916	123.0	19.0	60.77777777777778	35.28385774378916	1094	16538
0.031547546	13.9886510372	16	55.26315789473684	25.26249999143344	114.0	20.0	55.26315789473684	25.26249999143344	1050	17588
-0.0017738342	14.6870851517	17	50.15	32.62403255270568	130.0	9.0	50.15	32.62403255270568	1003	18591
0.11519623	15.3870871067	18	72.92857142857143	42.20437398746094	165.0	24.0	72.92857142857143	42.20437398746094	1021	19612
0.081085205	16.1415779591	19	61.666666666666664	40.23679907746142	174.0	26.0	61.666666666666664	40.23679907746142	1110	20722
0.04151535	16.8842570782	20	72.66666666666667	43.034353202477156	168.0	22.0	72.66666666666667	43.034353202477156	1090	21812
0.10626221	17.5746090412	21	67.06666666666666	43.28427992803957	200.0	21.0	67.06666666666666	43.28427992803957	1006	22818
-0.036499023	18.3375451565	22	62.23529411764706	31.67208719466458	133.0	15.0	62.23529411764706	31.67208719466458	1058	23876
0.020393372	18.9760529995	23	85.66666666666667	52.07259889380936	200.0	21.0	85.66666666666667	52.07259889380936	1028	24904
-0.050525665	19.6195170879	24	74.64285714285714	33.874995293319955	136.0	16.0	74.64285714285714	33.874995293319955	1045	25949
0.117134094	20.2991800308	25	85.16666666666667	54.6028591030014	164.0	14.0	85.16666666666667	54.6028591030014	1022	26971
-0.006340027	21.024367094	26	116.88888888888889	52.56835643964372	200.0	66.0	116.88888888888889	52.56835643964372	1052	28023
