Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
3.16132616997	0	19.326923076923077	11.348875162571014	80.0	9.0	19.326923076923077	11.348875162571014	1005	1005
4.04437208176	1	26.128205128205128	16.15498571479102	87.0	10.0	26.128205128205128	16.15498571479102	1019	2024
4.8675429821	2	21.53191489361702	11.699883730700313	60.0	8.0	21.53191489361702	11.699883730700313	1012	3036
5.73063206673	3	30.735294117647058	19.38815409034965	84.0	12.0	30.735294117647058	19.38815409034965	1045	4081
6.56113505363	4	33.733333333333334	20.07806984968647	93.0	12.0	33.733333333333334	20.07806984968647	1012	5093
7.34923195839	5	26.44736842105263	13.406002913897334	70.0	10.0	26.44736842105263	13.406002913897334	1005	6098
8.1694381237	6	37.77777777777778	23.107371492317135	99.0	13.0	37.77777777777778	23.107371492317135	1020	7118
9.0161151886	7	45.30434782608695	27.971157167166346	101.0	10.0	45.30434782608695	27.971157167166346	1042	8160
9.88453817368	8	35.3	22.280260321638973	118.0	9.0	35.3	22.280260321638973	1059	9219
10.7194969654	9	39.15384615384615	20.92788406315714	109.0	13.0	39.15384615384615	20.92788406315714	1018	10237
11.5650610924	10	42.458333333333336	17.397267904919886	82.0	17.0	42.458333333333336	17.397267904919886	1019	11256
12.3763141632	11	41.791666666666664	16.968056180822703	78.0	14.0	41.791666666666664	16.968056180822703	1003	12259
13.2248411179	12	42.916666666666664	23.302211387667818	122.0	13.0	42.916666666666664	23.302211387667818	1030	13289
14.0877680779	13	52.85	41.222900189093934	179.0	15.0	52.85	41.222900189093934	1057	14346
14.8981721401	14	41.875	25.14841363452839	103.0	9.0	41.875	25.14841363452839	1005	15351
15.7246491909	15	63.25	34.932971531205304	150.0	23.0	63.25	34.932971531205304	1012	16363
16.5556211472	16	57.77777777777778	32.399512265800055	127.0	16.0	57.77777777777778	32.399512265800055	1040	17403
17.4163150787	17	55.05263157894737	29.369647210773895	124.0	14.0	55.05263157894737	29.369647210773895	1046	18449
18.2511429787	18	64.25	20.28392220454417	96.0	26.0	64.25	20.28392220454417	1028	19477
19.1160140038	19	54.2	24.967178454923577	107.0	21.0	54.2	24.967178454923577	1084	20561
19.9404611588	20	56.833333333333336	23.000603856807277	110.0	22.0	56.833333333333336	23.000603856807277	1023	21584
20.7350420952	21	52.8421052631579	20.171014007584816	84.0	18.0	52.8421052631579	20.171014007584816	1004	22588
21.5558800697	22	55.77777777777778	21.91538159871472	103.0	20.0	55.77777777777778	21.91538159871472	1004	23592
22.3684780598	23	66.8	36.28994351056502	141.0	18.0	66.8	36.28994351056502	1002	24594
23.2310271263	24	62.529411764705884	26.034180354157545	134.0	28.0	62.529411764705884	26.034180354157545	1063	25657
