Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
4.24484491348	0	23.99043062200957	13.71898082011905	85.0	8.0	23.99043062200957	13.71898082011905	5014	5014
6.96936297417	1	26.19371727748691	13.44210631960269	89.0	9.0	26.19371727748691	13.44210631960269	5003	10017
9.26663088799	2	27.23913043478261	14.390040007511077	101.0	11.0	27.23913043478261	14.390040007511077	5012	15029
11.9310078621	3	31.167701863354036	16.24128472446612	112.0	10.0	31.167701863354036	16.24128472446612	5018	20047
14.1903648376	4	31.873417721518987	15.522027703086414	91.0	9.0	31.873417721518987	15.522027703086414	5036	25083
16.5677659512	5	36.214285714285715	18.309554771167083	120.0	10.0	36.214285714285715	18.309554771167083	5070	30153
18.886387825	6	36.904411764705884	20.107021994256353	144.0	12.0	36.904411764705884	20.107021994256353	5019	35172
21.2697679996	7	37.19259259259259	18.176295632171406	99.0	11.0	37.19259259259259	18.176295632171406	5021	40193
23.8364348412	8	39.425196850393704	17.871157286435746	87.0	10.0	39.425196850393704	17.871157286435746	5007	45200
26.4645190239	9	43.333333333333336	21.664891446012863	107.0	10.0	43.333333333333336	21.664891446012863	5070	50270
29.3395450115	10	44.00877192982456	20.800850022288472	119.0	14.0	44.00877192982456	20.800850022288472	5017	55287
31.7588908672	11	46.81481481481482	23.015754728151915	139.0	15.0	46.81481481481482	23.015754728151915	5056	60343
34.5531499386	12	44.8125	21.311688296231114	148.0	17.0	44.8125	21.311688296231114	5019	65362
37.2373669147	13	48.24038461538461	23.034462138411595	129.0	15.0	48.24038461538461	23.034462138411595	5017	70379
39.9580049515	14	45.71818181818182	25.132424481744266	173.0	16.0	45.71818181818182	25.132424481744266	5029	75408
42.5351769924	15	50.898989898989896	23.127881179835406	139.0	12.0	50.898989898989896	23.127881179835406	5039	80447
45.2410609722	16	48.85436893203884	21.00041967541365	117.0	15.0	48.85436893203884	21.00041967541365	5032	85479
48.2163670063	17	51.59183673469388	24.664622576282962	133.0	14.0	51.59183673469388	24.664622576282962	5056	90535
51.0055840015	18	49.067961165048544	20.914185336042532	154.0	13.0	49.067961165048544	20.914185336042532	5054	95589
53.5301659107	19	61.18292682926829	32.70456373344011	189.0	16.0	61.18292682926829	32.70456373344011	5017	100606
56.3692259789	20	58.41860465116279	26.550288009771926	144.0	17.0	58.41860465116279	26.550288009771926	5024	105630
59.1078619957	21	59.8	24.59306454123625	135.0	23.0	59.8	24.59306454123625	5083	110713
61.7885379791	22	60.54216867469879	28.075758614913227	160.0	14.0	60.54216867469879	28.075758614913227	5025	115738
64.4565608501	23	59.31764705882353	24.864437995189213	152.0	20.0	59.31764705882353	24.864437995189213	5042	120780
67.1118919849	24	64.35897435897436	25.780122714083202	155.0	14.0	64.35897435897436	25.780122714083202	5020	125800
69.7978289127	25	63.68354430379747	26.86466047383848	166.0	19.0	63.68354430379747	26.86466047383848	5031	130831
72.5655579567	26	66.3157894736842	30.000530927896566	161.0	16.0	66.3157894736842	30.000530927896566	5040	135871
75.4812250137	27	65.11688311688312	28.343429127411948	184.0	14.0	65.11688311688312	28.343429127411948	5014	140885
78.1483869553	28	66.21052631578948	24.63326579918948	131.0	24.0	66.21052631578948	24.63326579918948	5032	145917
80.8455789089	29	74.97014925373135	31.248149867263773	161.0	18.0	74.97014925373135	31.248149867263773	5023	150940
83.4600448608	30	76.96923076923076	35.26469981801118	200.0	19.0	76.96923076923076	35.26469981801118	5003	155943
86.2576189041	31	81.43548387096774	35.011804906779446	160.0	22.0	81.43548387096774	35.011804906779446	5049	160992
88.9669599533	32	81.54838709677419	33.79333653507355	200.0	33.0	81.54838709677419	33.79333653507355	5056	166048
91.8093290329	33	85.30508474576271	40.290577708832394	200.0	33.0	85.30508474576271	40.290577708832394	5033	171081
94.5905280113	34	91.03636363636363	40.026792679796436	200.0	31.0	91.03636363636363	40.026792679796436	5007	176088
97.4659249783	35	96.57692307692308	39.78564978725474	200.0	27.0	96.57692307692308	39.78564978725474	5022	181110
100.072300911	36	98.09615384615384	40.4870632782795	200.0	37.0	98.09615384615384	40.4870632782795	5101	186211
102.827349901	37	120.19047619047619	45.59043242111957	200.0	30.0	120.19047619047619	45.59043242111957	5048	191259
105.723268986	38	114.88636363636364	39.90569332193255	200.0	51.0	114.88636363636364	39.90569332193255	5055	196314
108.449653864	39	126.2	43.554678279147005	200.0	44.0	126.2	43.554678279147005	5048	201362
111.141804934	40	133.8684210526316	44.34860174181699	200.0	26.0	133.8684210526316	44.34860174181699	5087	206449
113.97120595	41	132.76923076923077	46.52788606265673	200.0	44.0	132.76923076923077	46.52788606265673	5178	211627
116.624039888	42	148.35294117647058	44.99665500831941	200.0	22.0	148.35294117647058	44.99665500831941	5044	216671
119.651077032	43	157.42424242424244	38.670347502204194	200.0	72.0	157.42424242424244	38.670347502204194	5195	221866
122.288996935	44	168.1	37.72828293645674	200.0	56.0	168.1	37.72828293645674	5043	226909
125.199201822	45	151.7058823529412	46.61893670511556	200.0	53.0	151.7058823529412	46.61893670511556	5158	232067
128.005765915	46	177.20689655172413	33.95065314525331	200.0	86.0	177.20689655172413	33.95065314525331	5139	237206
130.764245033	47	171.06666666666666	30.82091641870645	200.0	108.0	171.06666666666666	30.82091641870645	5132	242338
133.488941908	48	173.2	32.91949776854643	200.0	106.0	173.2	32.91949776854643	5196	247534
136.107551813	49	192.42307692307693	16.597435105190378	200.0	142.0	192.42307692307693	16.597435105190378	5003	252537
